id,reading_time,year,month,day,hour,minute,temperature,humidity,pm25,pm10,mq2_adc,mq7_adc,mq8_adc,quality_flag,created_at
7866,3/15/2026 8:03,2026,3,15,8,3,26.7,63.7,228,298,543,636,411,0,4/12/2026 15:13
7867,3/15/2026 8:04,2026,3,15,8,4,26.7,64.2,229,262,547,662,329,0,4/12/2026 15:13
7868,3/15/2026 8:05,2026,3,15,8,5,26.7,62.5,217,242,544,645,411,0,4/12/2026 15:13
7869,3/15/2026 8:06,2026,3,15,8,6,26.7,61.7,220,246,532,496,393,0,4/12/2026 15:13
7870,3/15/2026 8:07,2026,3,15,8,7,26.7,61.9,216,262,485,593,405,0,4/12/2026 15:13
7871,3/15/2026 8:08,2026,3,15,8,8,26.8,61.9,217,248,584,615,388,0,4/12/2026 15:13
7872,3/15/2026 8:09,2026,3,15,8,9,26.8,62.7,218,244,492,570,410,0,4/12/2026 15:13
7873,3/15/2026 8:10,2026,3,15,8,10,26.8,64.7,241,278,561,692,411,0,4/12/2026 15:13
7874,3/15/2026 8:11,2026,3,15,8,11,26.7,66.2,240,266,545,696,412,0,4/12/2026 15:13
7875,3/15/2026 8:12,2026,3,15,8,12,26.7,66.3,226,251,504,726,404,0,4/12/2026 15:13
7876,3/15/2026 8:13,2026,3,15,8,13,26.7,64.9,226,256,483,659,411,0,4/12/2026 15:13
7877,3/15/2026 8:14,2026,3,15,8,14,26.7,65.9,233,288,548,688,399,0,4/12/2026 15:13
7878,3/15/2026 8:15,2026,3,15,8,15,26.7,64,217,242,492,655,412,0,4/12/2026 15:13
7879,3/15/2026 8:16,2026,3,15,8,16,26.8,62.5,213,238,487,625,397,0,4/12/2026 15:13
7880,3/15/2026 8:17,2026,3,15,8,17,26.8,63.6,217,243,531,570,372,0,4/12/2026 15:13
7881,3/15/2026 8:18,2026,3,15,8,18,26.8,62.7,212,299,462,619,409,0,4/12/2026 15:13
7882,3/15/2026 8:19,2026,3,15,8,19,26.8,63.7,228,267,538,616,413,0,4/12/2026 15:13
7883,3/15/2026 8:20,2026,3,15,8,20,26.9,64,226,257,570,651,410,0,4/12/2026 15:13
7884,3/15/2026 8:21,2026,3,15,8,21,26.8,65.6,234,264,555,612,406,0,4/12/2026 15:13
7885,3/15/2026 8:22,2026,3,15,8,22,26.9,64.3,214,262,541,628,397,0,4/12/2026 15:13
7886,3/15/2026 8:23,2026,3,15,8,23,26.8,64.1,222,249,544,657,412,0,4/12/2026 15:13
7887,3/15/2026 8:24,2026,3,15,8,24,26.8,65.3,225,256,548,601,369,0,4/12/2026 15:13
7888,3/15/2026 8:25,2026,3,15,8,25,26.9,66.7,230,273,532,700,410,0,4/12/2026 15:13
7889,3/15/2026 8:26,2026,3,15,8,26,26.8,67.4,231,259,548,702,434,0,4/12/2026 15:13
7890,3/15/2026 8:27,2026,3,15,8,27,26.8,67.8,231,263,539,637,325,0,4/12/2026 15:13
7891,3/15/2026 8:28,2026,3,15,8,28,25,50,223,265,489,610,412,0,4/12/2026 15:13
7892,3/15/2026 8:29,2026,3,15,8,29,26.8,63.1,222,261,497,614,434,0,4/12/2026 15:13
7893,3/15/2026 8:30,2026,3,15,8,30,26.9,63.3,216,242,512,624,441,0,4/12/2026 15:13
7894,3/15/2026 8:31,2026,3,15,8,31,27,63.4,229,262,563,601,393,0,4/12/2026 15:13
7895,3/15/2026 8:32,2026,3,15,8,32,27,65.7,227,277,542,546,401,0,4/12/2026 15:13
7896,3/15/2026 8:33,2026,3,15,8,33,27,66.9,225,255,550,658,409,0,4/12/2026 15:13
7897,3/15/2026 8:34,2026,3,15,8,34,27,65.3,221,270,541,622,325,0,4/12/2026 15:13
7898,3/15/2026 8:35,2026,3,15,8,35,27,64,216,249,484,729,392,0,4/12/2026 15:13
7899,3/15/2026 8:36,2026,3,15,8,36,27,63.4,210,270,583,668,430,0,4/12/2026 15:13
7900,3/15/2026 8:37,2026,3,15,8,37,27.1,65.4,217,266,547,684,370,0,4/12/2026 15:13
7901,3/15/2026 8:38,2026,3,15,8,38,27,66.5,222,248,555,704,409,0,4/12/2026 15:13
7902,3/15/2026 8:39,2026,3,15,8,39,27,66.9,223,318,504,710,414,0,4/12/2026 15:13
7903,3/15/2026 8:40,2026,3,15,8,40,27,66.9,231,380,516,719,410,0,4/12/2026 15:13
7904,3/15/2026 8:41,2026,3,15,8,41,27,67.4,227,325,559,665,408,0,4/12/2026 15:13
7905,3/15/2026 8:42,2026,3,15,8,42,27,66.4,225,312,504,708,410,0,4/12/2026 15:13
7906,3/15/2026 8:43,2026,3,15,8,43,27,66.6,227,285,569,762,419,0,4/12/2026 15:13
7907,3/15/2026 8:44,2026,3,15,8,44,27,67.5,224,253,578,789,478,0,4/12/2026 15:13
7908,3/15/2026 8:45,2026,3,15,8,45,27,67.2,223,273,514,780,407,0,4/12/2026 15:13
7909,3/15/2026 8:46,2026,3,15,8,46,27,67.5,228,286,584,828,408,0,4/12/2026 15:13
7910,3/15/2026 8:47,2026,3,15,8,47,27,67.7,229,330,563,817,390,0,4/12/2026 15:13
7911,3/15/2026 8:48,2026,3,15,8,48,27.1,67.2,228,353,574,784,415,0,4/12/2026 15:13
7912,3/15/2026 8:49,2026,3,15,8,49,27.1,67.8,230,322,585,821,410,0,4/12/2026 15:13
7913,3/15/2026 8:50,2026,3,15,8,50,27.1,67.5,223,323,544,793,366,0,4/12/2026 15:13
7914,3/15/2026 8:51,2026,3,15,8,51,27.1,67.6,226,269,550,753,411,0,4/12/2026 15:13
7915,3/15/2026 8:52,2026,3,15,8,52,27,66,234,290,549,640,372,0,4/12/2026 15:13
7916,3/15/2026 8:53,2026,3,15,8,53,27.1,66.5,231,294,495,688,409,0,4/12/2026 15:13
7917,3/15/2026 8:54,2026,3,15,8,54,27.1,67.2,228,280,533,654,385,0,4/12/2026 15:13
7918,3/15/2026 8:55,2026,3,15,8,55,27.1,67.6,226,304,565,766,433,0,4/12/2026 15:13
7919,3/15/2026 8:56,2026,3,15,8,56,27.2,67.5,221,289,531,761,412,0,4/12/2026 15:13
7920,3/15/2026 8:57,2026,3,15,8,57,27,68,229,284,553,740,329,0,4/12/2026 15:13
7921,3/15/2026 8:59,2026,3,15,8,59,27.1,68.7,243,357,590,733,385,0,4/12/2026 15:13
7922,3/15/2026 9:00,2026,3,15,9,0,26.9,69.4,242,314,559,772,409,0,4/12/2026 15:13
7923,3/15/2026 9:01,2026,3,15,9,1,26.8,69.6,235,301,580,775,402,0,4/12/2026 15:13
7924,3/15/2026 9:02,2026,3,15,9,2,26.8,70.1,244,279,575,794,411,0,4/12/2026 15:13
7925,3/15/2026 9:03,2026,3,15,9,3,26.7,70.4,231,265,554,801,377,0,4/12/2026 15:13
7926,3/15/2026 9:04,2026,3,15,9,4,26.7,70.7,232,274,577,722,382,0,4/12/2026 15:13
7927,3/15/2026 9:05,2026,3,15,9,5,26.7,70.9,230,279,576,787,409,0,4/12/2026 15:13
7928,3/15/2026 9:06,2026,3,15,9,6,26.6,70.9,226,253,577,796,406,0,4/12/2026 15:13
7929,3/15/2026 9:07,2026,3,15,9,7,26.7,71.2,242,272,571,794,409,0,4/12/2026 15:13
7930,3/15/2026 9:08,2026,3,15,9,8,26.6,71.4,226,258,582,800,348,0,4/12/2026 15:13
7931,3/15/2026 9:09,2026,3,15,9,9,26.6,71.4,222,267,576,797,400,0,4/12/2026 15:13
7932,3/15/2026 9:10,2026,3,15,9,10,26.7,71.4,229,256,578,735,408,0,4/12/2026 15:13
7933,3/15/2026 9:11,2026,3,15,9,11,26.7,71.7,227,280,592,803,415,0,4/12/2026 15:13
7934,3/15/2026 9:12,2026,3,15,9,12,26.6,71.7,229,261,572,785,412,0,4/12/2026 15:13
7935,3/15/2026 9:13,2026,3,15,9,13,26.6,71.9,224,251,580,839,406,0,4/12/2026 15:13
7936,3/15/2026 9:14,2026,3,15,9,14,26.7,71.8,242,270,581,808,404,0,4/12/2026 15:13
7937,3/15/2026 9:15,2026,3,15,9,15,26.7,71.8,231,257,591,810,330,0,4/12/2026 15:13
7938,3/15/2026 9:16,2026,3,15,9,16,26.6,71.8,224,251,582,788,434,0,4/12/2026 15:13
7939,3/15/2026 9:17,2026,3,15,9,17,26.7,71.8,230,257,566,752,411,0,4/12/2026 15:13
7940,3/15/2026 9:18,2026,3,15,9,18,26.7,71.9,239,264,573,981,391,0,4/12/2026 15:13
7941,3/15/2026 9:19,2026,3,15,9,19,26.7,72.2,230,257,583,833,370,0,4/12/2026 15:13
7942,3/15/2026 9:20,2026,3,15,9,20,26.7,71.6,235,263,462,783,407,0,4/12/2026 15:13
7943,3/15/2026 9:21,2026,3,15,9,21,26.7,71.6,225,272,579,768,412,0,4/12/2026 15:13
7944,3/15/2026 9:22,2026,3,15,9,22,26.7,72,233,258,572,735,424,0,4/12/2026 15:13
7945,3/15/2026 9:23,2026,3,15,9,23,26.7,72.4,227,253,588,812,409,0,4/12/2026 15:13
7946,3/15/2026 9:24,2026,3,15,9,24,26.7,72.4,232,258,524,807,403,0,4/12/2026 15:13
7947,3/15/2026 9:25,2026,3,15,9,25,26.6,72.3,232,267,557,784,394,0,4/12/2026 15:13
7948,3/15/2026 9:26,2026,3,15,9,26,26.7,72.6,233,260,582,733,410,0,4/12/2026 15:13
7949,3/15/2026 9:27,2026,3,15,9,27,26.6,72.8,229,254,582,819,412,0,4/12/2026 15:13
7950,3/15/2026 9:28,2026,3,15,9,28,26.7,72.9,221,255,586,812,411,0,4/12/2026 15:13
7951,3/15/2026 9:29,2026,3,15,9,29,26.6,72.9,231,257,524,806,402,0,4/12/2026 15:13
7952,3/15/2026 9:30,2026,3,15,9,30,26.6,72.9,220,245,579,759,412,0,4/12/2026 15:13
7953,3/15/2026 9:31,2026,3,15,9,31,26.6,72.8,224,247,523,808,414,0,4/12/2026 15:13
7954,3/15/2026 9:32,2026,3,15,9,32,26.7,73,223,250,583,753,412,0,4/12/2026 15:13
7955,3/15/2026 9:33,2026,3,15,9,33,26.7,73.1,229,255,522,818,412,0,4/12/2026 15:13
7956,3/15/2026 9:34,2026,3,15,9,34,26.7,73.2,226,256,520,812,366,0,4/12/2026 15:13
7957,3/15/2026 9:35,2026,3,15,9,35,26.7,73.2,228,254,534,733,391,0,4/12/2026 15:13
7958,3/15/2026 9:36,2026,3,15,9,36,26.7,73.2,221,244,494,802,371,0,4/12/2026 15:13
7959,3/15/2026 9:37,2026,3,15,9,37,26.9,72.2,220,245,560,779,364,0,4/12/2026 15:13
7960,3/15/2026 9:38,2026,3,15,9,38,26.9,71.9,217,242,578,785,411,0,4/12/2026 15:13
7961,3/15/2026 9:39,2026,3,15,9,39,26.9,71.7,226,252,575,750,370,0,4/12/2026 15:13
7962,3/15/2026 9:40,2026,3,15,9,40,27,71.4,225,251,578,786,335,0,4/12/2026 15:13
7963,3/15/2026 9:41,2026,3,15,9,41,26.9,72.1,223,248,585,731,411,0,4/12/2026 15:13
7964,3/15/2026 9:42,2026,3,15,9,42,26.9,72.4,214,237,582,795,370,0,4/12/2026 15:13
7965,3/15/2026 9:43,2026,3,15,9,43,26.8,72.7,217,241,575,720,386,0,4/12/2026 15:13
7966,3/15/2026 9:44,2026,3,15,9,44,26.8,72.9,222,247,568,817,390,0,4/12/2026 15:13
7967,3/15/2026 9:45,2026,3,15,9,45,26.8,73.1,216,248,584,782,409,0,4/12/2026 15:13
7968,3/15/2026 9:46,2026,3,15,9,46,26.8,72.7,220,244,580,811,371,0,4/12/2026 15:13
7969,3/15/2026 9:47,2026,3,15,9,47,26.8,72.9,216,240,547,809,408,0,4/12/2026 15:13
7970,3/15/2026 9:48,2026,3,15,9,48,26.8,73.1,215,238,565,814,407,0,4/12/2026 15:13
7971,3/15/2026 9:49,2026,3,15,9,49,26.8,73.2,222,246,545,719,397,0,4/12/2026 15:13
7972,3/15/2026 9:50,2026,3,15,9,50,26.8,73.2,217,241,604,809,419,0,4/12/2026 15:13
7973,3/15/2026 9:51,2026,3,15,9,51,26.8,73.1,208,233,572,813,410,0,4/12/2026 15:13
7974,3/15/2026 9:52,2026,3,15,9,52,26.8,73.1,216,242,583,736,399,0,4/12/2026 15:13
7975,3/15/2026 9:53,2026,3,15,9,53,26.8,73.2,214,246,567,784,411,0,4/12/2026 15:13
7976,3/15/2026 9:54,2026,3,15,9,54,26.9,73.1,223,247,527,733,405,0,4/12/2026 15:13
7977,3/15/2026 9:55,2026,3,15,9,55,26.8,73.1,228,252,564,815,412,0,4/12/2026 15:13
7978,3/15/2026 9:56,2026,3,15,9,56,26.8,73.3,217,240,583,813,377,0,4/12/2026 15:13
7979,3/15/2026 9:57,2026,3,15,9,57,26.8,73.3,220,245,586,817,400,0,4/12/2026 15:13
7980,3/15/2026 9:58,2026,3,15,9,58,26.9,73.3,225,249,513,867,376,0,4/12/2026 15:13
7981,3/15/2026 9:59,2026,3,15,9,59,26.8,73.4,222,245,524,811,366,0,4/12/2026 15:13
7982,3/15/2026 10:00,2026,3,15,10,0,26.8,73.5,210,231,526,828,396,0,4/12/2026 15:13
7983,3/15/2026 10:01,2026,3,15,10,1,26.9,73.6,213,236,579,801,412,0,4/12/2026 15:13
7984,3/15/2026 10:02,2026,3,15,10,2,26.9,73.5,213,235,586,810,409,0,4/12/2026 15:13
7985,3/15/2026 10:03,2026,3,15,10,3,26.9,73.2,218,242,594,804,401,0,4/12/2026 15:13
7986,3/15/2026 10:04,2026,3,15,10,4,26.9,73.6,224,250,551,829,409,0,4/12/2026 15:13
7987,3/15/2026 10:05,2026,3,15,10,5,26.9,73.7,216,239,583,834,412,0,4/12/2026 15:13
7988,3/15/2026 10:06,2026,3,15,10,6,26.9,73.5,201,223,587,802,410,0,4/12/2026 15:13
7989,3/15/2026 10:07,2026,3,15,10,7,26.9,73.6,214,237,523,817,411,0,4/12/2026 15:13
7990,3/15/2026 10:08,2026,3,15,10,8,26.9,73.6,210,233,578,814,329,0,4/12/2026 15:13
7991,3/15/2026 10:09,2026,3,15,10,9,26.9,73.7,212,235,576,619,411,0,4/12/2026 15:13
7992,3/15/2026 10:10,2026,3,15,10,10,26.9,73.8,213,235,584,801,370,0,4/12/2026 15:13
7993,3/15/2026 10:11,2026,3,15,10,11,26.9,73.8,204,225,578,821,411,0,4/12/2026 15:13
7994,3/15/2026 10:12,2026,3,15,10,12,26.9,73.7,207,230,625,806,329,0,4/12/2026 15:13
7995,3/15/2026 10:13,2026,3,15,10,13,27,73.8,208,230,596,834,391,0,4/12/2026 15:13
7996,3/15/2026 10:14,2026,3,15,10,14,26.9,73.9,206,229,585,810,398,0,4/12/2026 15:13
7997,3/15/2026 10:15,2026,3,15,10,15,26.9,73.9,201,223,584,815,428,0,4/12/2026 15:13
7998,3/15/2026 10:16,2026,3,15,10,16,26.9,73.5,210,232,574,725,413,0,4/12/2026 15:13
7999,3/15/2026 10:17,2026,3,15,10,17,26.9,73.7,208,230,583,812,407,0,4/12/2026 15:13
8000,3/15/2026 10:18,2026,3,15,10,18,26.9,73.7,210,233,525,811,391,0,4/12/2026 15:13
8001,3/15/2026 10:19,2026,3,15,10,19,26.9,73.7,208,231,577,814,386,0,4/12/2026 15:13
8002,3/15/2026 10:20,2026,3,15,10,20,27,73.9,209,232,584,744,420,0,4/12/2026 15:13
8003,3/15/2026 10:21,2026,3,15,10,21,26.9,74,201,224,600,812,249,0,4/12/2026 15:13
8004,3/15/2026 10:22,2026,3,15,10,22,27,73.8,211,234,589,831,406,0,4/12/2026 15:13
8005,3/15/2026 10:23,2026,3,15,10,23,27,73.9,203,226,585,810,371,0,4/12/2026 15:13
8006,3/15/2026 10:24,2026,3,15,10,24,27,73.9,202,222,550,759,428,0,4/12/2026 15:13
8007,3/15/2026 10:25,2026,3,15,10,25,27,73.9,206,227,586,724,410,0,4/12/2026 15:13
8008,3/15/2026 10:26,2026,3,15,10,26,27,73.9,202,223,586,725,412,0,4/12/2026 15:13
8009,3/15/2026 10:27,2026,3,15,10,27,27,73.9,206,230,501,812,414,0,4/12/2026 15:13
8010,3/15/2026 10:28,2026,3,15,10,28,27,74,200,223,591,746,435,0,4/12/2026 15:13
8011,3/15/2026 10:29,2026,3,15,10,29,27,74.1,199,219,604,815,411,0,4/12/2026 15:13
8012,3/15/2026 10:30,2026,3,15,10,30,26.9,74.2,205,227,586,811,399,0,4/12/2026 15:13
8013,3/15/2026 10:31,2026,3,15,10,31,27,74.2,203,226,597,790,353,0,4/12/2026 15:13
8014,3/15/2026 10:32,2026,3,15,10,32,27,74.2,204,227,602,817,405,0,4/12/2026 15:13
8015,3/15/2026 10:33,2026,3,15,10,33,27,74.1,195,218,529,794,422,0,4/12/2026 15:13
8016,3/15/2026 10:34,2026,3,15,10,34,27,74.2,201,222,542,737,410,0,4/12/2026 15:13
8017,3/15/2026 10:35,2026,3,15,10,35,27,73.9,197,218,587,819,372,0,4/12/2026 15:13
8018,3/15/2026 10:36,2026,3,15,10,36,27,74.2,205,226,588,718,368,0,4/12/2026 15:13
8019,3/15/2026 10:37,2026,3,15,10,37,27,74.1,195,215,589,818,374,0,4/12/2026 15:13
8020,3/15/2026 10:38,2026,3,15,10,38,27,74.1,205,226,580,786,402,0,4/12/2026 15:13
8021,3/15/2026 10:39,2026,3,15,10,39,27.1,74,203,223,528,734,417,0,4/12/2026 15:13
8022,3/15/2026 10:40,2026,3,15,10,40,27.1,74.1,208,231,527,819,366,0,4/12/2026 15:13
8023,3/15/2026 10:41,2026,3,15,10,41,27.1,74.2,212,234,529,739,403,0,4/12/2026 15:13
8024,3/15/2026 10:42,2026,3,15,10,42,27.1,74.1,200,223,581,864,380,0,4/12/2026 15:13
8025,3/15/2026 10:43,2026,3,15,10,43,27.1,74.1,208,229,587,820,413,0,4/12/2026 15:13
8026,3/15/2026 10:44,2026,3,15,10,44,27,74.5,204,224,595,819,409,0,4/12/2026 15:13
8027,3/15/2026 10:45,2026,3,15,10,45,27.1,74.2,207,228,582,704,329,0,4/12/2026 15:13
8028,3/15/2026 10:46,2026,3,15,10,46,27.1,74.2,200,220,567,836,413,0,4/12/2026 15:13
8029,3/15/2026 10:47,2026,3,15,10,47,27.1,74.2,207,227,585,824,431,0,4/12/2026 15:13
8030,3/15/2026 10:48,2026,3,15,10,48,27.1,74.2,205,225,589,827,407,0,4/12/2026 15:13
8031,3/15/2026 10:49,2026,3,15,10,49,27.2,74.2,202,224,590,806,407,0,4/12/2026 15:13
8032,3/15/2026 10:50,2026,3,15,10,50,27.1,74.3,207,229,588,818,412,0,4/12/2026 15:13
8033,3/15/2026 10:51,2026,3,15,10,51,27.2,74.3,206,227,589,826,414,0,4/12/2026 15:13
8034,3/15/2026 10:52,2026,3,15,10,52,27.2,74.2,201,223,591,790,392,0,4/12/2026 15:13
8035,3/15/2026 10:53,2026,3,15,10,53,27.2,74.3,203,224,584,820,411,0,4/12/2026 15:13
8036,3/15/2026 10:54,2026,3,15,10,54,27.2,74.4,203,224,588,789,370,0,4/12/2026 15:13
8037,3/15/2026 10:55,2026,3,15,10,55,27.2,74.5,207,227,589,827,395,0,4/12/2026 15:13
8038,3/15/2026 10:56,2026,3,15,10,56,27.2,74.6,199,219,530,831,418,0,4/12/2026 15:13
8039,3/15/2026 10:57,2026,3,15,10,57,27.2,74.5,206,228,531,828,410,0,4/12/2026 15:13
8040,3/15/2026 10:58,2026,3,15,10,58,27.2,74.6,193,212,735,856,420,0,4/12/2026 15:13
8041,3/15/2026 10:59,2026,3,15,10,59,27.2,74.6,196,215,532,840,414,0,4/12/2026 15:13
8042,3/15/2026 11:00,2026,3,15,11,0,27.2,74.6,195,215,522,741,416,0,4/12/2026 15:13
8043,3/15/2026 11:01,2026,3,15,11,1,27.2,74.8,202,223,586,831,366,0,4/12/2026 15:13
8044,3/15/2026 11:02,2026,3,15,11,2,27.2,74.6,199,220,563,825,410,0,4/12/2026 15:13
8045,3/15/2026 11:03,2026,3,15,11,3,27.2,74.5,204,226,564,846,365,0,4/12/2026 15:13
8046,3/15/2026 11:04,2026,3,15,11,4,27.2,74.6,198,217,566,867,422,0,4/12/2026 15:13
8047,3/15/2026 11:05,2026,3,15,11,5,27.2,74.7,201,221,554,833,374,0,4/12/2026 15:13
8048,3/15/2026 11:06,2026,3,15,11,6,27.3,74.6,197,219,525,835,371,0,4/12/2026 15:13
8049,3/15/2026 11:07,2026,3,15,11,7,27.2,74.7,201,222,523,826,416,0,4/12/2026 15:13
8050,3/15/2026 11:08,2026,3,15,11,8,27.3,74.6,198,219,581,812,440,0,4/12/2026 15:13
8051,3/15/2026 11:09,2026,3,15,11,9,27.3,74.6,190,210,590,828,362,0,4/12/2026 15:13
8052,3/15/2026 11:10,2026,3,15,11,10,27.3,74.6,193,212,586,830,427,0,4/12/2026 15:13
8053,3/15/2026 11:11,2026,3,15,11,11,27.3,74.5,196,218,587,828,413,0,4/12/2026 15:13
8054,3/15/2026 11:12,2026,3,15,11,12,27.3,74.7,193,212,533,827,410,0,4/12/2026 15:13
8055,3/15/2026 11:13,2026,3,15,11,13,27.3,74.6,199,219,532,836,370,0,4/12/2026 15:13
8056,3/15/2026 11:14,2026,3,15,11,14,27.3,74.6,193,215,555,852,393,0,4/12/2026 15:13
8057,3/15/2026 11:16,2026,3,15,11,16,27.3,74.6,194,214,577,804,411,0,4/12/2026 15:13
8058,3/15/2026 11:17,2026,3,15,11,17,27.3,74.7,190,209,593,837,433,0,4/12/2026 15:13
8059,3/15/2026 11:18,2026,3,15,11,18,27.3,74.7,200,220,591,740,413,0,4/12/2026 15:13
8060,3/15/2026 11:19,2026,3,15,11,19,27.4,74.6,185,204,607,844,412,0,4/12/2026 15:13
8061,3/15/2026 11:20,2026,3,15,11,20,27.3,74.7,196,215,591,835,408,0,4/12/2026 15:13
8062,3/15/2026 11:21,2026,3,15,11,21,27.4,74.7,194,214,592,735,410,0,4/12/2026 15:13
8063,3/15/2026 11:22,2026,3,15,11,22,27.4,74.6,198,218,589,837,418,0,4/12/2026 15:13
8064,3/15/2026 11:23,2026,3,15,11,23,27.4,74.6,199,219,619,754,412,0,4/12/2026 15:13
8065,3/15/2026 11:24,2026,3,15,11,24,-13.8,165.3,203,224,619,779,412,2,4/12/2026 15:13
8066,3/15/2026 11:25,2026,3,15,11,25,27.5,74.5,195,215,537,813,408,0,4/12/2026 15:13
8067,3/15/2026 11:26,2026,3,15,11,26,27.5,74.3,196,216,554,846,373,0,4/12/2026 15:13
8068,3/15/2026 11:27,2026,3,15,11,27,27.5,74.4,194,214,595,769,433,0,4/12/2026 15:13
8069,3/15/2026 11:28,2026,3,15,11,28,27.5,74.3,196,216,595,855,370,0,4/12/2026 15:13
8070,3/15/2026 11:29,2026,3,15,11,29,27.4,74.2,188,208,583,754,399,0,4/12/2026 15:13
8071,3/15/2026 11:30,2026,3,15,11,30,27.5,74.4,193,212,593,868,418,0,4/12/2026 15:13
8072,3/15/2026 11:31,2026,3,15,11,31,27.5,74.4,195,213,626,842,412,0,4/12/2026 15:13
8073,3/15/2026 11:32,2026,3,15,11,32,27.6,74.3,188,208,536,767,372,0,4/12/2026 15:13
8074,3/15/2026 11:33,2026,3,15,11,33,27.6,74.3,194,214,597,860,373,0,4/12/2026 15:13
8075,3/15/2026 11:34,2026,3,15,11,34,27.6,74.1,193,212,610,846,413,0,4/12/2026 15:13
8076,3/15/2026 11:35,2026,3,15,11,35,27.6,74.1,193,213,535,893,409,0,4/12/2026 15:13
8077,3/15/2026 11:36,2026,3,15,11,36,27.6,74.1,190,211,610,851,419,0,4/12/2026 15:13
8078,3/15/2026 11:37,2026,3,15,11,37,27.6,74.1,200,222,606,860,411,0,4/12/2026 15:13
8079,3/15/2026 11:38,2026,3,15,11,38,27.6,74.1,194,214,589,857,413,0,4/12/2026 15:13
8080,3/15/2026 11:39,2026,3,15,11,39,27.6,74.1,191,210,589,858,374,0,4/12/2026 15:13
8081,3/15/2026 11:40,2026,3,15,11,40,27.7,74.1,196,216,601,873,332,0,4/12/2026 15:13
8082,3/15/2026 11:41,2026,3,15,11,41,27.7,74.1,195,215,599,769,413,0,4/12/2026 15:13
8083,3/15/2026 11:42,2026,3,15,11,42,27.6,74.1,198,219,590,848,418,0,4/12/2026 15:13
8084,3/15/2026 11:43,2026,3,15,11,43,27.6,74.4,191,210,601,842,416,0,4/12/2026 15:13
8085,3/15/2026 11:44,2026,3,15,11,44,27.6,74.5,196,217,595,844,363,0,4/12/2026 15:13
8086,3/15/2026 11:45,2026,3,15,11,45,27.7,74.3,191,212,605,852,420,0,4/12/2026 15:13
8087,3/15/2026 11:46,2026,3,15,11,46,27.7,74.3,186,204,544,844,375,0,4/12/2026 15:13
8088,3/15/2026 11:47,2026,3,15,11,47,27.7,74.2,194,215,538,854,415,0,4/12/2026 15:13
8089,3/15/2026 11:48,2026,3,15,11,48,27.8,74.2,199,218,598,861,415,0,4/12/2026 15:13
8090,3/15/2026 11:49,2026,3,15,11,49,27.8,74.2,191,210,483,848,414,0,4/12/2026 15:13
8091,3/15/2026 11:50,2026,3,15,11,50,27.8,74.2,189,209,605,888,414,0,4/12/2026 15:13
8092,3/15/2026 11:51,2026,3,15,11,51,27.8,74.2,192,213,599,789,419,0,4/12/2026 15:13
8093,3/15/2026 11:52,2026,3,15,11,52,27.8,74.1,192,211,609,839,373,0,4/12/2026 15:13
8094,3/15/2026 11:53,2026,3,15,11,53,27.7,74.2,190,208,604,784,411,0,4/12/2026 15:13
8095,3/15/2026 11:54,2026,3,15,11,54,27.8,74.3,199,219,595,715,407,0,4/12/2026 15:13
8096,3/15/2026 11:55,2026,3,15,11,55,27.7,74.4,192,216,611,871,415,0,4/12/2026 15:13
8097,3/15/2026 11:56,2026,3,15,11,56,27.8,74.4,187,206,558,869,410,0,4/12/2026 15:13
8098,3/15/2026 11:57,2026,3,15,11,57,27.8,74.4,200,221,595,862,413,0,4/12/2026 15:13
8099,3/15/2026 11:58,2026,3,15,11,58,27.8,74.3,192,211,604,886,414,0,4/12/2026 15:13
8100,3/15/2026 11:59,2026,3,15,11,59,27.8,74.3,193,215,549,875,450,0,4/12/2026 15:13
8101,3/15/2026 12:00,2026,3,15,12,0,27.8,74.4,191,213,562,864,404,0,4/12/2026 15:13
8102,3/15/2026 12:01,2026,3,15,12,1,27.9,74.2,195,216,533,874,412,0,4/12/2026 15:13
8103,3/15/2026 12:02,2026,3,15,12,2,27.9,74.3,195,215,530,785,451,0,4/12/2026 15:13
8104,3/15/2026 12:03,2026,3,15,12,3,27.9,74.2,195,214,605,841,401,0,4/12/2026 15:13
8105,3/15/2026 12:04,2026,3,15,12,4,27.9,74.2,197,218,593,881,413,0,4/12/2026 15:13
8106,3/15/2026 12:05,2026,3,15,12,5,27.9,74.2,193,213,616,780,416,0,4/12/2026 15:13
8107,3/15/2026 12:06,2026,3,15,12,6,27.9,74.3,187,208,604,889,417,0,4/12/2026 15:13
8108,3/15/2026 12:07,2026,3,15,12,7,27.9,74.3,190,212,531,879,414,0,4/12/2026 15:13
8109,3/15/2026 12:08,2026,3,15,12,8,27.9,74.3,192,212,589,791,416,0,4/12/2026 15:13
8110,3/15/2026 12:09,2026,3,15,12,9,27.9,74.4,192,211,546,875,419,0,4/12/2026 15:13
8111,3/15/2026 12:10,2026,3,15,12,10,27.9,74.4,191,211,604,868,410,0,4/12/2026 15:13
8112,3/15/2026 12:11,2026,3,15,12,11,28,74.3,192,211,603,870,377,0,4/12/2026 15:13
8113,3/15/2026 12:12,2026,3,15,12,12,28,74.2,193,213,549,879,412,0,4/12/2026 15:13
8114,3/15/2026 12:13,2026,3,15,12,13,28,74.2,193,213,607,879,407,0,4/12/2026 15:13
8115,3/15/2026 12:14,2026,3,15,12,14,28,74.2,192,212,614,891,417,0,4/12/2026 15:13
