reading_time,pm25,pm10,co,lpg,hydrogen,temperature,humidity,anomaly_score
2026-03-13 10:32:21,500.0,600.0,0.842,0.526,0.303,27.1,78.9,-0.5619614676432925
2026-03-18 04:07:04,500.0,600.0,0.483,0.422,0.307,23.2,73.5,-0.5619480302375829
2026-03-17 04:51:03,486.0,544.0,0.56,0.451,0.332,23.1,76.6,-0.5619431658830072
2026-03-21 15:31:04,500.0,600.0,0.527,0.428,0.322,26.9,66.2,-0.5619204488273973
2026-03-18 04:38:17,449.0,494.0,0.43,0.439,0.304,24.4,71.2,-0.5619009392743809
2026-03-11 04:39:32,99.0,221.0,0.384,0.373,0.297,22.5,78.9,-0.5618609190673081
2026-03-16 05:26:54,500.0,570.0,0.473,0.424,0.305,23.4,75.3,-0.5617854166162308
2026-03-16 05:33:21,478.0,532.0,0.417,0.423,0.318,23.4,74.5,-0.561746482377803
2026-03-22 05:18:52,500.0,600.0,0.646,0.369,0.316,23.9,74.5,-0.5617255965521876
2026-03-30 11:22:01,146.0,154.0,0.989,0.573,0.347,25.0,50.0,-0.5617240710308593
2026-03-09 03:57:22,115.0,135.0,0.349,0.348,0.275,21.5,77.2,-0.5617087653986998
2026-03-16 05:07:47,490.0,542.0,0.478,0.422,0.281,23.4,74.1,-0.5616785201600617
2026-03-17 04:27:43,401.0,479.0,0.467,0.426,0.341,22.4,75.7,-0.561614799743476
2026-03-27 11:12:04,355.0,600.0,0.788,0.499,0.37,27.0,78.4,-0.561613429790221
2026-03-16 12:11:46,500.0,600.0,1.069,0.579,0.343,27.9,71.8,-0.5616026358161775
2026-03-10 04:15:14,405.0,447.0,0.397,0.393,0.288,23.4,78.8,-0.561477139051106
2026-03-16 12:15:47,500.0,600.0,1.08,0.599,0.346,28.1,71.8,-0.5613114556976362
2026-03-14 12:05:24,454.0,506.0,0.956,0.539,0.291,28.0,72.6,-0.5612988790939432
2026-03-17 04:09:30,422.0,471.0,0.455,0.413,0.323,21.8,71.0,-0.5612587316580372
2026-03-16 04:54:42,500.0,600.0,0.472,0.508,0.289,23.8,73.3,-0.5612328247581465
2026-03-14 12:57:05,500.0,600.0,0.855,0.486,0.325,28.7,73.6,-0.5612222434489992
2026-03-09 04:11:28,92.0,154.0,0.356,0.359,0.279,22.3,77.9,-0.5611253237314432
2026-03-27 11:20:40,425.0,600.0,0.842,0.507,0.359,26.8,81.7,-0.5611221711664455
2026-03-27 11:58:57,228.0,552.0,0.799,0.49,0.372,26.9,82.3,-0.5610840112588886
2026-03-17 04:38:53,419.0,468.0,0.473,0.429,0.343,22.7,76.3,-0.5610753033926837
2026-03-16 12:38:02,500.0,571.0,0.99,0.56,0.342,28.3,73.9,-0.5610556947191037
2026-03-29 08:34:51,500.0,600.0,0.899,0.603,0.38,25.8,74.7,-0.561054198937744
2026-04-01 19:29:22,397.0,431.0,0.5,0.39,0.387,25.0,50.0,-0.5610519899053902
2026-03-11 02:20:52,67.0,107.0,0.367,0.371,0.29,21.5,74.6,-0.5610379636665618
2026-03-29 11:43:25,172.0,600.0,0.634,0.516,0.389,26.8,76.3,-0.5609995640099746
2026-03-27 11:28:43,413.0,600.0,0.84,0.504,0.331,26.9,82.5,-0.5609389440744081
2026-03-15 01:55:06,330.0,600.0,0.475,0.416,0.299,25.3,68.1,-0.560935717902563
2026-03-11 03:40:07,257.0,326.0,0.374,0.372,0.294,21.7,75.1,-0.5609333400478704
2026-03-16 12:25:52,500.0,600.0,1.027,0.592,0.345,28.4,72.5,-0.5608981882170647
2026-03-16 12:45:03,448.0,503.0,0.992,0.565,0.341,28.3,73.6,-0.5608948866722762
2026-03-29 10:36:22,500.0,600.0,0.894,0.529,0.384,26.3,75.6,-0.5608346857966362
2026-03-12 04:22:40,394.0,431.0,0.429,0.392,0.273,23.1,72.6,-0.5607310034924322
2026-03-29 04:41:23,24.0,163.0,0.641,0.381,0.357,24.3,70.1,-0.5607151257723255
2026-03-13 10:20:16,500.0,600.0,0.895,0.508,0.313,27.1,78.4,-0.5606273127094693
2026-03-16 12:36:30,500.0,578.0,1.002,0.564,0.349,28.2,74.1,-0.5606209885916121
2026-03-18 14:31:42,355.0,391.0,0.418,0.449,0.348,28.6,57.3,-0.56062018207173
2026-03-14 12:38:32,500.0,580.0,0.883,0.517,0.326,28.1,73.8,-0.560569119749729
2026-03-26 11:33:53,500.0,463.0,0.58,0.46,0.368,27.5,70.9,-0.5605317893489621
2026-03-27 11:54:56,226.0,499.0,0.812,0.491,0.371,26.9,83.0,-0.5604857138094593
2026-03-16 05:08:17,500.0,563.0,0.479,0.425,0.312,23.4,74.2,-0.5604855775849383
2026-03-14 12:38:02,500.0,562.0,0.714,0.458,0.294,28.0,73.7,-0.5604507259308945
2026-03-17 03:54:57,400.0,443.0,0.345,0.461,0.331,22.3,67.8,-0.5604286066710591
2026-03-16 05:21:19,468.0,520.0,0.469,0.427,0.281,23.4,74.4,-0.5604097820842884
2026-03-16 12:09:15,479.0,600.0,0.969,0.58,0.345,27.9,70.9,-0.5603806020160272
2026-03-29 11:53:27,41.0,600.0,0.689,0.481,0.383,26.9,76.4,-0.5603242871913161
2026-03-17 04:19:06,441.0,491.0,0.457,0.423,0.347,22.0,74.3,-0.5603154513685106
2026-03-27 11:46:52,257.0,600.0,0.815,0.489,0.368,26.9,82.5,-0.5602906322560601
2026-03-09 04:13:29,102.0,229.0,0.355,0.36,0.277,22.5,77.2,-0.5602824326324747
2026-03-27 08:37:46,500.0,600.0,0.596,0.464,0.367,25.1,83.2,-0.5602578597625495
2026-03-27 11:11:04,329.0,600.0,0.728,0.498,0.361,26.9,77.9,-0.5602338338171265
2026-03-09 04:17:30,177.0,297.0,0.366,0.363,0.276,22.0,77.4,-0.5601954498284732
2026-03-10 01:41:31,332.0,406.0,0.722,0.545,0.255,25.0,77.0,-0.5601728679264276
2026-03-27 11:28:13,415.0,600.0,0.852,0.517,0.344,26.9,82.3,-0.5601596189905445
2026-03-17 04:14:30,423.0,472.0,0.455,0.389,0.338,21.9,72.3,-0.5601421283537992
2026-03-27 11:46:22,255.0,600.0,0.818,0.488,0.367,26.9,82.5,-0.5601004108672365
2026-03-17 04:46:30,463.0,516.0,0.499,0.446,0.342,22.9,75.9,-0.5600993618905595
2026-03-09 04:03:54,99.0,130.0,0.348,0.354,0.277,21.6,77.5,-0.5600677361737426
2026-03-16 12:43:33,454.0,508.0,0.914,0.563,0.352,28.3,73.8,-0.5600309902643414
2026-04-02 04:16:01,500.0,600.0,0.486,0.414,0.336,23.8,73.3,-0.5599701155030606
2026-03-10 03:52:07,358.0,392.0,0.447,0.384,0.281,23.7,76.4,-0.5599554320840111
2026-03-09 04:07:56,93.0,121.0,0.357,0.351,0.274,21.6,77.7,-0.5599302540191655
2026-03-16 12:41:33,474.0,568.0,0.882,0.564,0.346,28.3,73.9,-0.5599272249439573
2026-04-04 05:16:02,500.0,600.0,0.541,0.475,0.4,24.2,73.3,-0.5598639265021451
2026-03-16 12:14:17,500.0,600.0,1.03,0.576,0.345,28.1,71.8,-0.5598181816623569
2026-04-04 04:59:29,500.0,600.0,0.563,0.425,0.392,24.2,74.9,-0.5597463887311617
2026-03-12 07:29:15,226.0,600.0,0.449,0.401,0.307,25.3,68.8,-0.5597240841058767
2026-03-24 12:47:07,454.0,600.0,0.994,0.537,0.364,27.6,72.4,-0.5597210363407416
2026-03-13 10:29:49,500.0,600.0,0.853,0.548,0.312,27.1,78.8,-0.5596970963725095
2026-03-29 11:30:45,172.0,600.0,0.748,0.51,0.368,26.7,76.4,-0.559670027874153
2026-03-09 04:14:29,114.0,230.0,0.352,0.356,0.28,22.4,76.5,-0.5595824372611446
2026-03-16 12:30:25,500.0,600.0,0.961,0.561,0.344,28.4,72.7,-0.5595692925148803
2026-03-27 11:25:12,429.0,600.0,0.832,0.502,0.35,26.8,82.5,-0.5595650593509318
2026-03-16 04:45:30,500.0,600.0,0.569,0.382,0.317,24.0,71.6,-0.5595329981599132
2026-03-16 12:13:17,500.0,600.0,1.044,0.535,0.34,28.0,71.3,-0.5595264093455196
2026-03-29 11:54:57,41.0,600.0,0.687,0.435,0.383,27.0,76.2,-0.5595043081891482
2026-03-24 12:54:07,373.0,600.0,0.838,0.529,0.339,27.4,73.2,-0.5594928504657363
2026-03-16 12:11:16,500.0,600.0,1.132,0.605,0.353,27.9,71.9,-0.5594878112710219
2026-03-11 04:06:49,98.0,169.0,0.377,0.372,0.299,21.3,78.3,-0.5594698551034704
2026-03-09 03:44:36,265.0,288.0,0.352,0.33,0.242,21.8,75.2,-0.5594422468476065
2026-03-17 03:51:57,416.0,458.0,0.444,0.382,0.337,22.5,66.7,-0.5594095773641776
2026-03-09 12:06:24,445.0,554.0,0.463,0.401,0.246,26.5,70.9,-0.5593993419770459
2026-03-16 05:34:21,500.0,572.0,0.471,0.383,0.297,23.5,74.5,-0.5592912510901105
2026-03-09 04:20:33,145.0,274.0,0.364,0.361,0.278,22.3,77.1,-0.5592503265401529
2026-03-30 19:54:06,187.0,201.0,0.845,0.527,0.475,25.0,50.0,-0.5591942694922437
2026-03-24 12:39:03,500.0,600.0,1.064,0.603,0.328,27.5,71.1,-0.5591918735341185
2026-03-27 08:33:44,500.0,600.0,0.6,0.453,0.329,25.0,84.0,-0.5591527994284614
2026-03-11 16:14:12,349.0,600.0,0.412,0.396,0.3,25.6,70.4,-0.5591511782729337
2026-03-15 00:43:09,339.0,600.0,0.458,0.409,0.323,25.5,68.3,-0.5591147190868446
2026-03-12 19:50:58,500.0,600.0,0.767,0.503,0.25,25.9,72.7,-0.5590922427033744
2026-03-30 10:41:34,163.0,174.0,0.947,0.561,0.396,25.0,50.0,-0.559070102779559
2026-03-09 04:01:53,105.0,132.0,0.353,0.354,0.275,21.5,77.6,-0.5590182550545668
2026-03-29 11:54:27,41.0,600.0,0.764,0.54,0.367,26.9,76.3,-0.558949887614361
2026-03-16 17:40:52,500.0,600.0,0.99,0.556,0.345,27.7,67.9,-0.5589478312559535
2026-03-09 03:59:23,113.0,129.0,0.347,0.353,0.272,21.6,77.2,-0.5589385342606091
2026-03-29 11:35:19,172.0,600.0,0.758,0.525,0.383,26.8,76.2,-0.5589153275077275
2026-03-12 07:29:47,199.0,600.0,0.437,0.409,0.303,25.4,69.0,-0.5588094875390219
2026-03-17 03:58:28,394.0,435.0,0.45,0.434,0.456,22.1,68.8,-0.5587421026050258
2026-03-18 12:23:21,219.0,237.0,0.957,0.578,0.355,14.1,68.2,-0.5586740898968491
2026-03-16 05:05:16,489.0,544.0,0.478,0.42,0.337,23.4,74.0,-0.5585747013157751
2026-04-04 13:17:47,252.0,270.0,1.149,0.621,0.417,29.5,66.4,-0.5585470066789533
2026-04-03 15:32:52,375.0,593.0,0.691,0.482,0.403,28.0,67.5,-0.5585123897117362
2026-03-27 11:19:39,419.0,600.0,0.842,0.509,0.332,26.8,81.7,-0.5584765659141272
2026-03-13 09:38:26,470.0,520.0,0.826,0.581,0.321,27.0,73.6,-0.5584583384561631
2026-03-29 11:22:43,254.0,600.0,0.76,0.482,0.38,26.7,76.3,-0.5583843636633933
2026-04-05 05:02:34,500.0,600.0,0.553,0.464,0.395,23.8,73.8,-0.5583277065789568
2026-03-14 12:52:34,500.0,600.0,0.984,0.485,0.291,28.6,72.7,-0.5583245428812159
2026-03-14 05:32:21,500.0,600.0,0.495,0.385,0.321,24.9,75.5,-0.5582876507042533
2026-03-15 13:14:03,229.0,253.0,0.804,0.525,0.269,25.0,50.0,-0.5582872598540747
2026-03-16 12:45:34,444.0,543.0,0.981,0.561,0.342,28.4,73.7,-0.5582578143456989
2026-03-21 05:34:17,482.0,600.0,0.479,0.413,0.351,23.9,69.7,-0.5582541993756867
2026-03-13 10:06:33,500.0,600.0,0.87,0.537,0.317,27.1,77.9,-0.5582238057951706
2026-03-29 15:59:48,411.0,452.0,0.778,0.504,0.379,27.4,66.8,-0.5581911336087984
2026-03-30 11:17:58,149.0,157.0,0.978,0.564,0.339,25.0,50.0,-0.5581679004139186
2026-03-26 08:46:30,500.0,600.0,0.549,0.446,0.334,26.5,69.0,-0.5581597507092813
2026-03-14 13:57:53,500.0,600.0,0.58,0.434,0.325,28.3,65.0,-0.5581579686732836
2026-03-09 03:54:20,106.0,155.0,0.351,0.351,0.279,21.6,76.8,-0.5581437032756387
2026-03-14 12:14:56,500.0,600.0,0.811,0.515,0.297,28.1,73.0,-0.5581397742475535
2026-03-14 05:22:36,500.0,600.0,0.484,0.421,0.321,24.4,77.7,-0.558122378383145
2026-03-13 10:38:22,500.0,600.0,0.743,0.493,0.299,27.5,76.7,-0.5580048860388619
2026-03-22 15:21:30,419.0,470.0,0.931,0.529,0.367,27.5,73.6,-0.5579493656464156
2026-03-09 04:04:25,96.0,125.0,0.355,0.351,0.271,21.6,77.4,-0.5579321800522994
2026-03-27 11:38:15,381.0,600.0,0.837,0.505,0.342,26.9,82.7,-0.5579167996421376
2026-03-16 04:59:13,500.0,600.0,0.431,0.423,0.33,23.6,73.3,-0.5579024714858293
2026-03-09 03:53:50,103.0,117.0,0.351,0.351,0.273,21.6,76.8,-0.5578930662558554
2026-03-29 08:31:21,500.0,600.0,0.906,0.564,0.435,25.7,74.6,-0.5578483398811385
2026-03-11 04:38:32,108.0,268.0,0.382,0.374,0.297,22.5,78.9,-0.5578346706456092
2026-04-05 05:03:34,500.0,600.0,0.55,0.455,0.396,23.8,73.6,-0.5578104335173545
2026-03-28 15:57:08,469.0,523.0,0.538,0.442,0.338,25.5,61.3,-0.5577648267450352
2026-03-15 05:36:32,500.0,436.0,0.571,0.396,0.323,26.1,69.2,-0.5577546913378089
2026-03-14 12:25:29,494.0,552.0,0.77,0.482,0.293,28.1,72.5,-0.5577280844210261
2026-03-27 11:51:54,240.0,555.0,0.809,0.484,0.369,27.0,82.4,-0.5576637284798648
2026-03-29 11:45:56,40.0,600.0,0.757,0.445,0.359,26.8,76.2,-0.5575523483892093
2026-03-23 19:48:10,428.0,468.0,0.513,0.438,0.322,23.5,74.7,-0.5575449975150988
2026-04-04 15:37:16,500.0,600.0,0.476,0.465,0.394,28.0,57.7,-0.5575209668413144
2026-03-29 11:18:09,500.0,600.0,0.751,0.593,0.425,26.6,76.4,-0.5575103453103364
2026-03-16 05:01:44,500.0,600.0,0.496,0.407,0.33,23.5,73.6,-0.5574765241231899
2026-03-18 04:08:04,500.0,600.0,0.484,0.43,0.35,23.2,73.7,-0.5574719364998009
2026-03-29 11:38:21,172.0,600.0,0.68,0.521,0.385,26.8,76.1,-0.5574293949306057
2026-03-13 09:56:31,500.0,600.0,0.886,0.519,0.284,27.4,75.6,-0.5574120839287311
2026-04-05 05:03:04,500.0,600.0,0.551,0.463,0.395,23.8,73.6,-0.5574050069866231
2026-03-27 08:29:09,500.0,600.0,0.548,0.447,0.329,24.9,86.5,-0.5573780610166137
2026-03-13 10:06:03,500.0,600.0,0.795,0.501,0.363,27.0,77.7,-0.5572613872603922
2026-03-28 16:38:29,500.0,582.0,0.532,0.405,0.382,24.7,65.6,-0.5572512295478548
2026-03-09 03:56:21,115.0,147.0,0.348,0.351,0.277,21.5,77.1,-0.5572511971610119
2026-03-11 04:04:48,110.0,172.0,0.384,0.373,0.295,21.3,77.9,-0.5572076602898846
2026-03-11 03:58:45,125.0,202.0,0.379,0.364,0.296,21.2,77.6,-0.557202935770406
2026-03-09 03:57:52,124.0,150.0,0.348,0.352,0.28,21.6,77.1,-0.5571352883707166
2026-03-27 10:56:26,270.0,562.0,0.683,0.481,0.366,26.7,76.1,-0.5570769045247839
2026-03-14 12:47:04,500.0,578.0,1.014,0.546,0.326,28.4,73.5,-0.5570235854940369
2026-03-17 03:53:27,401.0,442.0,0.453,0.376,0.336,22.4,67.2,-0.5569856670615516
2026-03-16 04:59:43,500.0,600.0,0.483,0.424,0.343,23.5,73.5,-0.5569159522140452
2026-03-27 08:28:39,500.0,600.0,0.551,0.448,0.334,24.9,87.8,-0.5569107728536483
2026-03-12 04:33:15,282.0,563.0,0.443,0.404,0.307,24.0,72.6,-0.5568899807474518
2026-03-24 12:44:06,488.0,600.0,0.906,0.473,0.272,27.7,71.4,-0.5568422621015247
2026-03-28 16:43:02,500.0,600.0,0.425,0.455,0.301,24.6,65.6,-0.5568343797061682
2026-03-24 12:43:36,465.0,600.0,0.872,0.55,0.382,27.7,71.4,-0.5568036624344183
2026-03-14 14:15:02,500.0,600.0,0.449,0.431,0.324,27.9,62.7,-0.5567932355785773
2026-03-16 12:40:33,489.0,580.0,0.982,0.564,0.348,28.3,74.1,-0.5567766169686306
2026-03-17 04:38:20,460.0,509.0,0.473,0.43,0.304,22.6,76.4,-0.5567242153994056
2026-03-17 04:22:09,416.0,460.0,0.405,0.425,0.347,22.1,75.0,-0.5566814395375006
2026-03-11 04:28:29,257.0,394.0,0.398,0.399,0.297,22.2,80.4,-0.5566672097720089
2026-03-23 18:25:42,500.0,600.0,0.468,0.455,0.358,23.5,75.7,-0.556527859385082
2026-03-17 04:54:34,448.0,600.0,0.508,0.448,0.342,23.4,75.6,-0.5565272618425758
2026-03-14 12:11:26,500.0,600.0,0.997,0.54,0.328,28.1,73.1,-0.5565236898764553
2026-03-27 11:47:53,251.0,556.0,0.805,0.492,0.372,26.8,82.8,-0.5565102781075442
2026-03-12 19:15:06,500.0,578.0,0.753,0.494,0.247,26.1,73.3,-0.5565102383832196
2026-03-27 10:40:52,388.0,600.0,0.662,0.463,0.323,26.6,73.6,-0.556496673654495
2026-03-21 21:06:16,301.0,581.0,0.882,0.518,0.322,26.7,72.2,-0.556488154418212
2026-03-19 05:24:01,315.0,348.0,0.871,0.524,0.339,13.1,73.9,-0.5564804848393184
2026-03-27 11:08:32,405.0,600.0,0.796,0.502,0.28,26.9,77.7,-0.556475671247253
2026-03-17 04:54:04,454.0,506.0,0.471,0.431,0.342,23.4,75.4,-0.5564284355841049
2026-03-19 15:48:15,500.0,600.0,0.542,0.524,0.247,27.8,66.5,-0.5563883883358137
2026-03-09 04:01:23,111.0,140.0,0.348,0.352,0.276,21.5,77.7,-0.5563659899617641
2026-03-10 01:47:04,346.0,414.0,0.843,0.588,0.264,24.9,77.4,-0.55631281211305
2026-03-27 11:20:09,410.0,600.0,0.843,0.504,0.341,26.8,81.3,-0.5561985981109979
2026-03-27 15:54:58,220.0,238.0,0.429,0.447,0.378,25.0,50.0,-0.556156920156828
2026-03-17 04:26:42,425.0,472.0,0.472,0.392,0.326,22.3,75.7,-0.5560678464133758
2026-03-09 12:12:25,441.0,565.0,0.461,0.389,0.229,26.6,71.9,-0.5560225276320548
2026-03-21 05:32:16,360.0,486.0,0.476,0.411,0.352,23.8,70.6,-0.5560217163478407
2026-03-14 21:37:12,345.0,600.0,0.463,0.426,0.323,26.3,69.0,-0.5560139387933751
2026-03-16 12:09:45,476.0,600.0,1.032,0.571,0.342,27.9,70.9,-0.5559798277405367
2026-03-23 13:38:03,456.0,439.0,0.516,0.445,0.325,26.7,66.2,-0.5559556122928485
2026-03-11 04:26:28,143.0,245.0,0.394,0.377,0.297,22.0,80.4,-0.5559203598666688
2026-03-15 04:19:02,331.0,600.0,0.526,0.42,0.312,25.5,69.9,-0.5559093242628356
2026-03-13 10:13:11,500.0,600.0,0.878,0.527,0.314,27.0,77.9,-0.5558905818151538
2026-03-21 06:27:45,101.0,600.0,0.488,0.409,0.35,24.6,65.6,-0.5558258969861316
2026-03-17 04:00:59,403.0,445.0,0.486,0.371,0.305,22.0,69.3,-0.555820734602222
2026-03-09 03:55:21,118.0,140.0,0.343,0.351,0.27,21.5,77.0,-0.5558151824448844
2026-03-14 05:31:20,500.0,600.0,0.501,0.422,0.318,24.9,75.2,-0.5557695610002743
2026-03-16 12:28:55,500.0,600.0,0.999,0.517,0.3,28.3,72.7,-0.5557370575809033
2026-04-03 16:29:16,355.0,600.0,0.501,0.467,0.398,26.5,66.2,-0.5557323867206948
2026-03-11 02:24:54,68.0,106.0,0.37,0.373,0.298,21.5,75.2,-0.5557301205256808
2026-03-22 06:43:48,426.0,473.0,0.543,0.458,0.368,25.0,50.0,-0.555702569673887
2026-03-12 05:01:53,113.0,262.0,0.464,0.405,0.274,24.5,72.5,-0.5556655435617551
2026-03-17 03:48:55,442.0,488.0,0.459,0.417,0.334,23.1,64.6,-0.5556648153871188
2026-03-16 05:36:22,453.0,502.0,0.476,0.421,0.302,23.6,74.5,-0.55565353150975
2026-03-12 14:27:24,210.0,381.0,0.881,0.538,0.247,27.2,75.6,-0.5556473243087408
2026-03-10 03:47:36,486.0,539.0,0.404,0.37,0.292,23.8,75.9,-0.5556322644634845
2026-03-16 12:31:57,475.0,600.0,0.916,0.49,0.344,28.3,72.4,-0.5556248865218624
2026-03-25 04:34:38,175.0,199.0,0.409,0.442,0.325,25.0,50.0,-0.5556166817537879
2026-04-04 13:11:41,252.0,269.0,1.215,0.626,0.403,29.5,66.9,-0.5555979171296253
2026-04-03 15:36:53,405.0,600.0,0.675,0.465,0.395,28.1,66.7,-0.5555779929509052
2026-03-14 12:49:34,477.0,530.0,0.936,0.507,0.328,28.5,71.6,-0.5555775291213407
2026-03-23 19:12:30,500.0,600.0,0.468,0.435,0.356,23.4,75.9,-0.5555694895263538
2026-04-04 15:39:18,444.0,488.0,0.492,0.43,0.398,27.9,57.9,-0.5555399654905065
2026-03-13 10:34:51,500.0,600.0,0.792,0.497,0.355,27.2,77.5,-0.5554737644504009
2026-03-09 04:04:55,93.0,132.0,0.348,0.354,0.274,21.7,77.4,-0.5554493055167046
2026-04-05 15:26:06,428.0,464.0,0.544,0.465,0.406,28.1,59.5,-0.5554040237868301
2026-03-24 12:44:36,476.0,600.0,0.979,0.533,0.326,27.8,71.4,-0.5553952110852161
2026-03-23 05:25:54,396.0,443.0,0.462,0.388,0.359,24.3,75.7,-0.5553771364319671
2026-03-16 12:41:03,477.0,542.0,0.978,0.564,0.347,28.3,73.9,-0.5553375919550022
2026-03-11 02:31:27,69.0,108.0,0.369,0.368,0.293,21.6,75.1,-0.5552048942402303
2026-03-15 06:55:34,500.0,560.0,0.502,0.471,0.332,26.0,67.6,-0.5551985571552429
2026-03-29 10:20:50,500.0,600.0,0.797,0.534,0.392,26.3,75.6,-0.5551859652391432
2026-03-14 12:09:26,492.0,600.0,0.791,0.517,0.324,28.1,72.5,-0.555171816278032
2026-03-27 06:08:48,500.0,600.0,0.471,0.447,0.291,23.8,77.4,-0.5551419082649803
2026-03-27 08:38:16,463.0,530.0,0.597,0.452,0.393,25.2,83.7,-0.555140780048228
2026-04-05 05:05:05,500.0,600.0,0.554,0.451,0.396,23.8,73.3,-0.5551144575403613
2026-03-29 01:37:44,119.0,126.0,0.72,0.523,0.357,25.0,50.0,-0.5550894906205043
2026-03-15 14:50:49,400.0,600.0,0.504,0.43,0.309,28.2,58.5,-0.5550664932658446
2026-03-29 08:48:55,500.0,600.0,0.885,0.559,0.425,25.8,74.4,-0.5550502079175047
2026-04-01 07:43:58,286.0,600.0,0.523,0.463,0.353,26.1,69.5,-0.5550185028869307
2026-03-30 10:30:20,158.0,171.0,0.913,0.44,0.388,25.0,50.0,-0.5550139924732902
2026-03-13 09:45:29,500.0,600.0,0.882,0.528,0.283,27.2,74.7,-0.5550072711202917
2026-03-29 09:10:02,500.0,600.0,0.843,0.546,0.387,25.8,75.2,-0.554994469462897
2026-04-05 15:22:34,265.0,285.0,0.543,0.479,0.409,14.1,60.6,-0.5549787930323639
2026-03-11 16:49:12,475.0,521.0,0.454,0.398,0.263,25.7,71.1,-0.5549225261191096
2026-03-09 11:42:40,400.0,600.0,0.672,0.535,0.253,26.6,73.5,-0.5548965603242809
2026-03-14 13:31:16,500.0,524.0,0.647,0.46,0.384,28.7,70.2,-0.5548158036326583
2026-03-21 15:04:46,412.0,532.0,0.63,0.438,0.357,27.5,62.6,-0.5547557814365303
2026-03-11 02:35:29,75.0,122.0,0.369,0.372,0.294,21.6,74.8,-0.5547049609875088
2026-03-14 05:30:18,500.0,595.0,0.48,0.424,0.322,24.9,75.2,-0.5547012854118516
2026-03-13 10:40:52,500.0,600.0,0.774,0.504,0.315,27.3,77.8,-0.5546969788682572
2026-03-09 03:45:37,264.0,287.0,0.326,0.293,0.25,21.8,75.5,-0.5546560081331896
2026-03-14 05:32:51,500.0,600.0,0.479,0.418,0.287,24.9,75.5,-0.5546452032883913
2026-03-22 04:56:15,456.0,508.0,0.577,0.45,0.392,23.9,73.8,-0.5546368348788622
2026-03-24 12:49:07,422.0,600.0,0.952,0.53,0.362,27.5,72.6,-0.5545670850664568
2026-03-24 05:36:18,403.0,446.0,0.509,0.403,0.382,23.3,75.4,-0.5545563787223794
2026-03-17 04:41:26,438.0,527.0,0.477,0.43,0.303,22.7,76.5,-0.5545410051932755
2026-03-22 12:52:58,55.0,128.0,0.928,0.538,0.347,27.2,74.3,-0.5544931596935075
2026-03-16 05:03:14,500.0,600.0,0.475,0.421,0.334,23.5,73.8,-0.5544699866759834
2026-03-22 04:46:05,500.0,600.0,0.566,0.453,0.319,24.0,74.4,-0.5544388008490237
2026-03-14 05:27:45,500.0,600.0,0.529,0.424,0.319,25.0,75.7,-0.5544382356760379
2026-04-04 04:57:28,396.0,431.0,0.542,0.476,0.357,24.1,74.7,-0.5544218509396568
2026-04-04 04:58:29,500.0,600.0,0.51,0.472,0.384,24.1,74.7,-0.5544203185487174
2026-03-27 11:56:57,233.0,558.0,0.8,0.489,0.372,26.9,82.5,-0.5543611914509223
2026-03-16 05:13:48,466.0,517.0,0.467,0.422,0.342,23.5,74.5,-0.5542275785340005
2026-03-16 05:16:49,470.0,520.0,0.474,0.384,0.324,23.4,74.4,-0.5541896911210563
2026-03-14 05:28:45,500.0,600.0,0.471,0.418,0.319,25.0,75.3,-0.5541505196267307
2026-03-12 18:45:51,500.0,562.0,0.795,0.537,0.239,26.2,73.4,-0.5541027599725166
2026-03-09 04:16:00,137.0,223.0,0.351,0.358,0.276,22.1,76.7,-0.5540466546185723
2026-03-14 12:16:26,500.0,600.0,0.952,0.528,0.323,28.1,73.9,-0.554046264019956
2026-03-09 04:22:03,142.0,225.0,0.367,0.363,0.279,22.5,76.5,-0.5540442915616196
2026-03-16 04:53:07,500.0,600.0,0.483,0.384,0.335,23.8,72.9,-0.554030121067735
2026-03-15 12:19:13,59.0,203.0,0.676,0.488,0.334,28.0,74.2,-0.5540131339239955
2026-03-16 07:32:28,385.0,600.0,0.485,0.38,0.338,25.6,64.7,-0.5539628217121959
2026-03-24 12:56:41,368.0,549.0,0.958,0.479,0.36,27.4,73.5,-0.553957921313428
2026-04-01 18:05:21,471.0,515.0,0.534,0.467,0.402,26.6,65.4,-0.5539404036310991
2026-03-17 04:50:03,460.0,514.0,0.494,0.447,0.342,23.0,76.4,-0.5539116205347856
2026-03-14 12:10:26,500.0,600.0,0.934,0.535,0.294,28.1,72.3,-0.5538993609953916
2026-03-10 01:34:30,308.0,348.0,0.837,0.541,0.255,24.9,77.2,-0.5538025361303246
2026-03-29 12:24:40,374.0,458.0,0.674,0.447,0.392,25.0,50.0,-0.5537484147694999
2026-03-14 12:48:34,455.0,506.0,0.791,0.5,0.342,28.4,71.6,-0.5537310706579157
2026-03-18 14:52:18,500.0,600.0,0.445,0.45,0.346,28.3,57.0,-0.5537285690449415
2026-03-13 08:21:00,279.0,304.0,0.493,0.365,0.279,25.0,50.0,-0.5537234450424285
2026-03-14 12:51:34,500.0,600.0,0.957,0.533,0.326,28.6,72.2,-0.5537232117526629
2026-03-29 11:33:49,172.0,600.0,0.758,0.519,0.38,26.8,76.3,-0.5537168738134198
2026-03-12 17:55:54,453.0,508.0,0.823,0.517,0.278,26.6,73.5,-0.5536985960547823
2026-03-09 04:05:55,90.0,101.0,0.351,0.355,0.274,21.7,77.4,-0.5536924210514936
